,STATION,LATITUDE,LONGITUDE
1113,IGUATEMI,-23.644481,-54.570289
1114,ROSARIO OESTE,-14.82888888,-56.44194444
1115,SILVA JARDIM,-22.64583333,-42.41555555
1116,VILA BELA DA SANTISSIMA TRINDADE,-15.06277777,-59.87305554
1117,LAGUNA CARAPA,-22.575389,-55.160333
1118,BELMONTE,-16.08805555,-39.21555555
1119,PARQUE ESTADUAL CHANDLESS,-9.3575,-69.92722221
1120,BAURU,-22.358052,-49.028877
1121,PEDRO AFONSO,-8.9686111,-48.19416666
1122,BAURU,-22.35805555,-49.02888888
1123,ARAXA,-19.60555555,-46.94944444
1124,SAPEZAL,-13.30388888,-58.76333333
1125,BURITIRAMA,-10.72305554,-43.65111111
1126,APODI,-5.62638888,-37.815
1127,COLOMBO,-25.322464,-49.157733
1128,INACIO MARTINS,-25.56583333,-51.08944444
1129,JAGUARUANA,-4.85333333,-37.77694443
1130,SAO LUIZ GONZAGA,-28.417113,-54.962403
1131,IGUAPE,-24.67166666,-47.54583333
1132,VITORIA DA CONQUISTA,-14.886428,-40.80133
1133,ANGRA DOS REIS,-22.975694,-44.303444
1134,IVAI,-25.01083333,-50.85388888
1135,BRUMADO,-14.181886,-41.672281
1136,ARCO VERDE,-8.41694443,-37.08333333
1137,ITAOBIM,-16.57555554,-41.48555555
1138,OEIRAS,-6.97416666,-42.14694444
1139,FOZ DO IGUACU,-25.601834,-54.483065
1140,BREJO GRANDE,-10.47388888,-36.48194443
1141,BELA VISTA,-22.101536,-56.540763
1142,AUTAZES,-3.583333,-59.12944
1143,AGUAS EMENDADAS,-15.59638888,-47.62583332
1144,DUQUE DE CAXIAS - XEREM,-22.58972221,-43.28222221
1145,CACADOR,-26.81944443,-50.98555555
1146,TRES RIOS,-22.09833333,-43.20861111
1147,BRASNORTE (MUNDO NOVO),-12.87194443,-58.38722221
1148,GOIANIA,-16.64277777,-49.21999999
1149,PASSA QUATRO,-22.395799,-44.961909
1150,SAO JOAO DEL REI,-21.22638888,-44.97944443
1151,LINHARES,-19.356923,-40.068688
1152,BOM JARDIM DA SERRA - MORRO DA IGREJA,-28.12694443,-49.47972221
1153,ARACAJU,-10.9525,-37.05444444
1154,BRASILANDIA,-21.29833333,-52.06888888
1155,CACOAL,-11.445837,-61.434146
1156,SALINOPOLIS,-0.61888888,-47.35666666
1157,BAMBUI,-20.0311111,-46.00888888
1158,JATAI,-17.923622,-51.717467
1159,ARARANGUA,-28.93138888,-49.49805555
1160,SOROCABA,-23.426035,-47.585552
1161,IVINHEMA,-22.300421,-53.822895
1162,MACAPA,0.03527777,-51.0886111
1163,RIO GRANDE,-32.07888888,-52.16777777
1164,MARACAJU,-21.609036,-55.177531
1165,ARAGUATINS,-5.6436111,-48.11194444
1166,CRISTALINA (FAZENDA SANTA MONICA),-16.39944444,-47.62583332
1167,TUPA,-21.92722221,-50.49027777
1168,CABROBO,-8.50388888,-39.31527777
1169,SANTANA DO ARAGUAIA,-9.3386111,-50.35027777
1170,VALENCA,-13.34361,-39.12667
1171,ALTO TAQUARI,-17.81555555,-53.28749999
1172,TEUTONIA,-29.450334,-51.824283
1173,CALCANHAR,-5.16,-35.45416666
1174,PARAUNA,-16.94583333,-50.42527777
1175,PLACAS,-3.8811111,-54.2461111
1176,CASA BRANCA,-21.78056,-47.07528
1177,POCO VERDE,-10.73805555,-38.10833333
1178,JALES,-20.165,-50.59499999
1179,ALVORADA DO GURGUEIA,-8.37638888,-43.85944444
1180,ITABERABA,-12.52416666,-40.29972221
1181,IBITINGA,-21.85555555,-48.66666666
1182,PACARAIMA,4.47749999,-61.14916666
1183,CHAPADA GAUCHA,-15.31,-45.61666666
1184,CAMPOS SALES,-7.07805554,-40.36305555
1185,SAO SIMAO,-21.46111111,-47.57944443
1186,SERRA DOS CARAJAS,-6.077427,-50.142265
1187,RECIFE,-8.05928,-34.959239
1188,ICARAIMA,-23.39027777,-53.63583333
1189,MONTALVANIA,-15.08583333,-44.01583333
1190,IGUATU,-6.396375,-39.268954
1191,SANTA MARIA MADALENA,-21.95055555,-42.01055555
1192,RIBAS DO RIO PARDO,-20.46666666,-53.76305555
1193,SALVADOR,-13.005515,-38.50576
1194,SINOP,-11.98222221,-55.56611111
1195,JOACABA,-27.169268,-51.558963
1196,OLIVEIRA,-20.714917,-44.864567
1197,PRIMAVERA DO LESTE,-15.57999999,-54.3811111
1198,ALVORADA DO GURGUEIA,-8.44305555,-43.86472222
1199,MONTEIRO,-7.89444444,-37.12472221
1200,TRES LAGOAS,-20.79499999,-51.71333333
1201,ESTREITO,-6.65333333,-47.41833332
1202,SOROCABA,-23.35,-47.66666666
1203,ITIRUCU,-13.52777777,-40.11972221
1204,RIO SONO,-9.793363,-47.132732
1205,OEIRAS,-6.974135,-42.146831
1206,MONTE ALEGRE,-2.000054,-54.076479
1207,GENERAL CARNEIRO,-26.3986111,-51.35444444
1208,MORRINHOS,-17.745066,-49.101698
1209,RIO BRANCO,-9.95777777,-68.16527777
1210,ITACOATIARA,-3.13305554,-58.48277777
1211,DIVINOPOLIS,-20.17305554,-44.87472221
1212,SAO JOSE DOS AUSENTES,-28.75138888,-50.05833333
1213,PORTO ALEGRE,-30.05,-51.16666666
1214,SAO LUIZ GONZAGA,-28.41722221,-54.9625
1215,PARNAIBA,-3.08666666,-41.78305554
1216,NOVO REPARTIMENTO,-4.24388888,-49.93944444
1217,CAROLINA,-7.33722221,-47.45972222
1218,HUMAITA,-7.92277777,-63.12138888
1219,VITORIA,-20.27083332,-40.30583333
1220,CAMBUCI,-21.56666666,-41.95
1221,ITAPIPOCA,-3.48416666,-39.5886111
1222,ERECHIM,-27.65771,-52.305805
1223,SETE LAGOAS,-19.455,-44.17333332
1224,BARUERI,-23.52389,-46.86945
1225,VICOSA,-20.76277777,-42.86388888
1226,BAGE,-31.347801,-54.013292
1227,PARANATINGA,-14.42138888,-54.0361111
1228,JUARA,-11.280158,-57.526641
1229,PLACAS,-3.86404,-54.216416
1230,ALMAS,-11.28416666,-47.21222222
1231,LABREA,-7.26055555,-64.7886111
1232,NOVA MARINGA,-13.038642,-57.092201
1233,NOVO ARIPUANA,-8.0911111,-60.38055554
1234,NOVA MARINGA,-13.0386111,-57.09222221
1235,SELVIRIA,-20.35138888,-51.43027777
1236,ITAUBAL,0.567833,-50.823528
1237,BRAGANCA PAULISTA,-23.951972,-46.530472
1238,NOVO HORIZONTE,-26.40638888,-52.85027777
1239,BACABAL,-4.243056,-44.794993
1240,FLORESTA,-8.59888888,-38.58416666
1241,PIRANHAS,-9.622261,-37.767113
1242,BURITICUPU,-4.320597,-46.449503
1243,SAO LUIS,-2.52666666,-44.21361111
1244,ITAITUBA,-4.27638888,-55.99305555
1245,TEOFILO OTONI,-17.9,-41.51666666
1246,CAPELINHA,-17.70527777,-42.38916666
1247,DIVINOPOLIS,-20.173278,-44.874944
1248,TUCUMA,-6.7436111,-51.14222221
1249,BATAGUASSU,-21.75,-52.47138888
1250,SAO SIMAO,-18.96666666,-50.61666666
1251,ITAQUIRAI,-23.44944444,-54.18194443
1252,PEIXE,-12.01527777,-48.54444444
1253,PIRACICABA,-22.70305555,-47.62333332
1254,VILHENA,-12.734862,-60.157784
1255,BRAGANCA PAULISTA,-22.94916666,-46.5261111
1256,BARRA BONITA,-22.37083332,-48.55722222
1257,MAL. CANDIDO RONDON,-24.533303,-54.019248
1258,CAMPOS,-21.71666666,-41.35
1259,DIANOPOLIS,-11.59444444,-46.84722221
1260,MARINGA,-23.405357,-51.932828
1261,OURINHOS,-22.94888888,-49.89444444
1262,AUTAZES,-2.05638888,-60.02555554
1263,RONDONOPOLIS,-16.45,-54.56666666
1264,MOCAMBINHO,-15.08583333,-44.01611111
1265,BELA VISTA,-22.10166666,-56.54083333
1266,LUIZ EDUARDO MAGALHAES,-12.15222222,-45.82972221
1267,ALMENARA,-16.166773,-40.687756
1268,TIMOTEO,-19.573824,-42.622413
1269,BRAGANCA,-1.047258,-46.78579
1270,ANGRA DOS REIS,-22.97555554,-44.30333333
1271,RONDONOPOLIS,-16.462419,-54.580151
1272,PIRAPORA,-17.25777777,-44.83555555
1273,SANTA RITA DE CASSIA,-11.00333333,-44.53638888
1274,BURITIRAMA,-10.722925,-43.651203
1275,EPITACIOLANDIA,-11.0236111,-68.73499999
1276,DOIS VIZINHOS,-25.69472221,-53.09444444
1277,SACRAMENTO,-19.875271,-47.434102
1278,EIRUNEPE,-6.65027777,-69.86694443
1279,OIAPOQUE,3.81361111,-51.8625
1280,ARIQUEMES,-9.94888888,-62.96194444
1281,PLACAS,-3.86416666,-54.21638888
1282,IRECE,-11.32888888,-41.86444444
1283,SURUBIM,-7.83972221,-35.80111111
1284,ITAOBIM,-16.57555554,-41.48527777
1285,GUARDA-MOR,-17.56138888,-47.19916666
1286,AIMORES,-19.53277777,-41.09083333
1287,FRANCA,-20.58444444,-47.38249999
1288,CARLINDA,-10.00527777,-55.79055555
1289,FLORIANO,-6.76666666,-43.01666666
1290,SAO GONCALO,-6.835777,-38.311583
1291,SANTA ROSA DO TOCANTINS,-11.42888888,-48.18499999
1292,QUIXADA,-4.978783,-39.057183
1293,CAPITAO POCO,-1.734766,-47.0575
1294,SALINAS,-16.160327,-42.310266
1295,ARAXA,-19.60583333,-46.94972221
1296,TANGARA DA SERRA,-14.65,-57.43166666
1297,BRAGANCA,-1.05583333,-46.78277777
1298,OURO BRANCO,-20.54583333,-43.76944443
1299,PARAGOMINAS,-2.90055555,-47.49499999
1300,VILA BELA DA SANTISSIMA TRINDADE,-15.06277777,-59.87277777
1301,JUINA,-11.375126,-58.774785
1302,DELFINO,-10.455,-41.20722222
1303,FORTALEZA,-3.815701,-38.537792
1304,TUPANCIRETA,-29.89388888,-53.82666666
1305,SANTA MARIA MADALENA,-21.95055555,-42.01027777
1306,FLORIANOPOLIS,-27.60253,-48.620096
1307,MACAE,-22.38333333,-41.81666667
1308,SANTA ROSA,-27.890463,-54.480014
1309,JUARA,-11.28027777,-57.52666666
1310,GOIAS,-15.93916666,-50.14138888
1311,ITAPOA,-26.081303,-48.641774
1312,JAPIRA,-23.77333332,-50.18055554
1313,BAMBUI,-20.0311111,-46.00861111
1314,PEIXE,-12.015377,-48.544517
1315,PORTO ALEGRE- BELEM NOVO,-30.1861111,-51.17805554
1316,CABACEIRAS,-7.483206,-36.286469
1317,MACEIO,-9.55111111,-35.77027777
1318,PORANGATU,-13.309528,-49.117478
1319,IBIRITE (ROLA MOCA),-20.0311111,-44.01111111
1320,TUPANCIRETA,-29.08944444,-53.82666666
1321,CACHOEIRA PAULISTA,-22.689001,-45.005444
1322,PALMEIRA DOS INDIOS,-9.42055554,-36.62027777
1323,MACAJUBA,-12.131694,-40.354222
1324,SAO LUIS DO QUITUNDE,-9.287481,-35.565878
1325,FEIJO,-8.24194444,-70.57527777
1326,CALDAS,-21.918066,-46.382996
1327,COSTA RICA,-18.49277777,-53.17138888
1328,TORRES,-29.350359,-49.733263
1329,URUCUI,-7.44138888,-44.34499999
1330,PORTO VELHO,-8.7936111,-63.84583333
1331,FORMOSO DO ARAGUAIA,-11.98722221,-49.60833333
1332,ALTA FLORESTA,-10.077262,-56.179221
1333,SAO MATEUS DO SUL,-25.835604,-50.368994
1334,BOA VISTA,2.81694443,-60.69083333
1335,DOURADOS,-22.19392,-54.911355
1336,CUIABA,-15.559295,-56.062951
1337,FATIMA DO SUL,-22.30861111,-54.32583332
1338,FLORESTAL,-19.88527778,-44.41694444
1339,FAROL de SANTANA,-2.27083332,-43.62416666
1340,RIO BRILHANTE,-21.774944,-54.528108
1341,JAGUARUANA,-4.78694444,-37.76666666
1342,RESENDE,-22.45138888,-44.44499999
1343,FORMIGA,-20.45493,-45.453825
1344,CABROBO,-8.50305555,-39.31388888
1345,RECIFE,-8.05916666,-34.95944444
1346,BALSAS,-7.455609,-46.027546
1347,ITIQUIRA,-17.175051,-54.50169
1348,MAUES,-3.39888888,-57.6736111
1349,CASTANHAL,-1.30083333,-47.93083332
1350,AGUA CLARA,-20.44444444,-52.87555554
1351,JOSE BONIFACIO,-21.08555555,-49.92055554
1352,SANTIAGO,-29.19138888,-54.88555555
1353,FORTE PRINCIPE,-12.42999999,-64.41999999
1354,RIO VERDE,-17.78527777,-50.965
1355,CASTANHAL,-1.300875,-47.947967
1356,VITORIA DA CONQUISTA,-14.88638888,-40.80138888
1357,PLANALTO,-25.72194443,-53.74805555
1358,RIO DE JANEIRO - VILA MILITAR,-22.86138888,-43.41138888
1359,CRISTALINA,-16.784896,-47.612966
1360,CRUZEIRO DO SUL,-7.61083333,-72.68138888
1361,MATEIROS,-10.43444444,-45.92194443
1362,PORTO MURTINHO,-21.70583333,-57.88666666
1363,SAO JOSE DO XINGU,-10.48416666,-52.37249999
1364,VENDA NOVA DO IMIGRANTE,-20.385423,-41.189934
1365,URUSSANGA,-28.53249999,-49.31527777
1366,TRES LAGOAS,-20.783333,-51.712222
1367,BAIXA GRANDE DO RIBEIRO,-8.33749999,-45.09472221
1368,VACARIA,-28.51361111,-50.88277777
1369,JUTI,-22.85721,-54.605634
1370,MONTE ALEGRE DE GOIAS,-13.253521,-46.890326
1371,PORTO SEGURO,-16.38916666,-39.18249999
1372,ARARANGUA,-28.931353,-49.49792
1373,IGUATU,-6.39638888,-39.26888888
1374,ITUIUTABA,-18.952907,-49.525072
1375,TEOFILO OTONI,-17.89284,-41.515423
1376,PALMARES,-8.66638888,-35.56805554
1377,CORUMBA,-18.99667,-57.6375
1378,AGUA CLARA,-20.44444444,-52.87583332
1379,PILAO ARCADO,-10.01833332,-42.50027777
1380,MORADA NOVA,-5.136689,-38.35659
1381,MIRANDA,-20.39555555,-56.43166666
1382,SETE LAGOAS,-19.455288,-44.173389
1383,CORONEL PACHECO,-21.546728,-43.261029
1384,SANTANA DO LIVRAMENTO,-30.84249999,-55.61277777
1385,ABROLHOS,-17.963016,-38.703288
1386,Santa Vitoria do Palmar - Barra do Chui,-33.74166666,-53.37138888
1387,GUARDA-MOR,-17.56166666,-47.19944444
1388,ILHEUS,-14.658803,-39.181438
1389,APIACAS,-9.56333333,-57.3936111
1390,RIO BRANCO,-9.957844,-68.165169
1391,PRADOPOLIS,-21.338432,-48.114007
1392,MORRINHOS,-17.71666667,-49.1
1393,Santa Vitoria do Palmar - Barra do Chui,-33.74222221,-53.37222221
1394,GENERAL CARNEIRO,-26.3986111,-51.35361111
1395,CAMPO VERDE,-15.55888888,-55.17944443
1396,SOBRAL,-3.73166666,-40.34555555
1397,SAO VICENTE DO SUL,-29.702111,-54.694319
1398,SONORA,-17.63527777,-54.76055555
1399,JOAO PINHEIRO,-17.784477,-46.119394
1400,PATOS,-7.07972221,-37.27249999
1401,CAMPINA DA LAGOA,-24.57083332,-52.80027777
1402,CANGUCU,-31.40333333,-52.70083333
1403,CIDADE GAUCHA,-23.359156,-52.931912
1404,PEDRO GOMES,-18.072711,-54.548811
1405,FORTE DE COPACABANA,-22.98833333,-43.19027777
1406,DORES DO INDAIA,-19.481935,-45.593932
1407,PARANAIBA,-19.69555555,-51.18166666
1408,PARANOA (COOPA-DF),-16.01111111,-47.5575
1409,BARBALHA,-7.30083333,-39.2711111
1410,CAMETA,-2.2486111,-49.49305555
1411,XEREM,-22.58972221,-43.28222221
1412,PRES. KENNEDY,-21.100805,-41.039395
1413,CALDAS,-21.91805554,-46.38305554
1414,BREVES,-1.680251,-50.478139
1415,ARAGARCAS,-15.90583333,-52.24388888
1416,SANTA CRUZ,-6.22805554,-36.02666666
1417,BARCELOS,-0.95861111,-62.94222221
1418,JAGUARAO,-32.534825,-53.37586
1419,OURICURI,-7.885833,-40.102683
1420,APUI,-7.21527777,-59.8886111
1421,MANHUACU,-20.26361111,-42.18277777
1422,GARANHUNS,-8.90694444,-36.49472221
1423,Laguna  - Farol de Santa Marta,-28.60416666,-48.81333333
1424,SAO GABRIEL,-30.341438,-54.310909
1425,TIANGUA,-3.732169,-41.011881
1426,INDAIAL,-26.91361111,-49.26749999
1427,JOAO PESSOA,-7.165409,-34.815627
1428,ANGELICA,-22.148083,-53.763736
1429,SALTO DO CEU,-15.13583333,-58.115
1430,ULIANOPOLIS,-3.8,-47.51
1431,BENTO GONCALVES,-29.164581,-51.534202
1432,FEIRA DE SANTANA,-12.1962,-38.967384
1433,COTRIGUACU,-9.90638888,-58.57222221
1434,PARAUNA,-16.9625,-50.42555554
1435,ITIRUCU,-13.527828,-40.119752
1436,VALENCA DO PIAUI,-6.399274,-41.739953
1437,ITAMARAJU,-17.00722222,-39.55138888
1438,TAUA,-6.01666666,-40.28166666
1439,TURIACU,-1.66111111,-45.37249999
1440,PIUM,-10.476944,-49.629475
1441,SALGUEIRO,-8.058056,-39.096111
1442,OURINHOS,-23.00055555,-49.84333333
1443,DOURADOS,-22.19388888,-54.91138888
1444,ARAGUAINA,-7.103954,-48.201231
1445,AGUA BOA,-14.01611111,-52.21222222
1446,AUTAZES,-3.58333333,-59.12944443
1447,JANUARIA,-15.448089,-44.366313
1448,EPITACIOLANDIA,-11.02388888,-68.73527777
1449,RIO URUBU,-2.7211111,-59.94333333
1450,FOZ DO IGUACU,-25.60194444,-54.48305554
1451,GURUPI,-11.745782,-49.049703
1452,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555
1453,IBOTIRAMA,-12.19249999,-43.2125
1454,CURVELO,-18.76444444,-44.45361111
1455,CATALAO,-18.154779,-47.927614
1456,CRUZ DAS ALMAS,-12.67555554,-39.08944444
1457,PORANGATU,-13.30944444,-49.11749999
1458,JAGUARIBE,-5.90527777,-38.62777777
1459,JARDIM,-21.478529,-56.137717
1460,IPIAU,-14.17138888,-39.69249999
1461,MONTE VERDE,-22.86138888,-46.04333333
1462,NOVA ALVORADA DO SUL,-21.450972,-54.341972
1463,CAMPINA GRANDE,-7.22555554,-35.90472222
1464,IVINHEMA,-22.30055555,-53.82277777
1465,SANTO AUGUSTO,-27.85444444,-53.7911111
1466,PORANGATU,-13.51444444,-49.19833333
1467,ARAL MOREIRA,-22.955028,-55.626
1468,COLINAS,-6.03305554,-44.23333333
1469,NOVA FATIMA,-23.41527777,-50.57777777
1470,PATOS,-7.07972221,-37.27277777
1471,NOVO REPARTIMENTO,-4.23444444,-49.94277777
1472,SAO PAULO - INTERLAGOS,-23.72472221,-46.67805554
1473,SAO VICENTE DO SUL,-29.70194444,-54.69416666
1474,PORTO GRANDE,0.69416666,-51.40388888
1475,CHAPADAO DO SUL,-18.80222222,-52.6025
1476,ARIQUEMES,-9.949001,-62.961873
1477,JAPIRA,-23.773341,-50.18057
1478,AVARE,-23.09972221,-48.94555555
1479,CAMPINA DA LAGOA,-24.570861,-52.800256
1480,OIAPOQUE,3.813583,-51.8625
